field_id,language,synonyms,abbreviations,expected_units,document_types,section_names,table_header_patterns,regex_candidates,positive_context,negative_context,normalization_rule,plausibility_rule,requires_ocr,requires_vision,requires_llm,human_review_condition
BIG-080,es,H2S toxicity limit TLV ppm,H2S,ppm,sil_study|safety_spec,Sección 'Occupational exposure limits',SAFETY H2S TOXICITY LIMIT TLV PPM,[-+]?\d*\.?\d+\s*ppm,ESD|SIL|LOPA|safety|emergency|LEL|H2S toxicity,protección civil|seguridad física,convert %vol to ppmv (multiply by 10000) or viceversa,"in [1, 15]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-081,es,LEL CH4 monitoreo pct,CH4,%LEL,sil_study|safety_spec,Sección 'Alarm setpoints',SAFETY LEL CH4 MONITOREO PCT,[-+]?\d*\.?\d+\s*%LEL,ESD|SIL|LOPA|safety|emergency|LEL|H2S toxicity,protección civil|seguridad física,keep SI unit,"in [10, 60]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-082,es,sprinklers cubierta m2,,m2,fire_protection_memoria,Sección 'Sprinkler coverage' de la memoria,FIRE SPRINKLERS AREA CUBIERTA M2,[-+]?\d*\.?\d+\s*m2,sprinkler|fire pump|incendio|NFPA,rociado agrícola,keep SI unit,"in [50, 5000]",False,True,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-083,es,water reservoir m3,,m3,fire_protection_memoria,Sección 'Fire water storage' de la memoria,FIRE WATER RESERVOIR M3,[-+]?\d*\.?\d+\s*m3,sprinkler|fire pump|incendio|NFPA,rociado agrícola,keep SI unit,"in [50, 2000]",False,True,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-084,es,pump capacidad L min,,L/min,fire_protection_memoria,Sección 'Rated capacity',FIRE PUMP CAPACIDAD L MIN,[-+]?\d*\.?\d+\s*L/min,sprinkler|fire pump|incendio|NFPA,rociado agrícola,keep SI unit,"in [500, 10000]",False,True,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-085,es,material,,-,piping_spec|pipe_calculation,Sección 'Piping material',PIPING BIOGAS MATERIAL,[A-Za-z][A-Za-z0-9_\- ]+,tubería|pipe|piping|ASME B31,cableado|conduit eléctrico,keep SI unit,,True,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-086,es,diametro nominal mm,,mm,piping_spec|pipe_calculation,Sección 'Pipe diameter',PIPING BIOGAS DIAMETRO NOMINAL MM,[-+]?\d*\.?\d+\s*mm,tubería|pipe|piping|ASME B31,cableado|conduit eléctrico,keep SI unit,"in [50, 600]",True,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-087,es,tag digestor diseno presion kPa g,kPa,kPa(g),piping_spec|pipe_calculation,Sección 'Design pressure',VESSEL TAG DIGESTOR DISENO PRESION KPA G,[-+]?\d*\.?\d+\s*kPa\(g\),tubería|pipe|piping|ASME B31,cableado|conduit eléctrico,convert bar to kPa (multiply by 100) and PSI to kPa (multiply by 6.89476),"in [2, 50]",True,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-088,es,tag digestor espesor pared mm,,mm,piping_spec|pipe_calculation,Sección 'Wall thickness',VESSEL TAG DIGESTOR ESPESOR PARED MM,[-+]?\d*\.?\d+\s*mm,tubería|pipe|piping|ASME B31,cableado|conduit eléctrico,keep SI unit,"in [4, 50]",True,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-089,es,camiones entrada dia,,trucks/d,logistics_study,Sección 'Truck,LOGISTICA CAMIONES ENTRADA DIA,[-+]?\d*\.?\d+\s*trucks/d,logística|camiones|truck delivery,cisterna agua|vehículo particular,keep SI unit,"in [1, 100]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-090,es,patio manejo m2,,m2,logistics_study,Sección 'Maneuver yard area',LOGISTICA PATIO MANEJO M2,[-+]?\d*\.?\d+\s*m2,logística|camiones|truck delivery,cisterna agua|vehículo particular,keep SI unit,"in [200, 20000]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-091,es,liquido tratamiento polishing,,-,water_treatment_spec,Sección 'Polishing treatment',DIGESTATE LIQUIDO TRATAMIENTO POLISHING,[A-Za-z][A-Za-z0-9_\- ]+,tratamiento|effluent|polishing|DBO|DQO,agua potable|desalación,keep SI unit,,False,False,True,
BIG-092,es,liquido DBO salida mg L,,mg/L,water_treatment_spec,Sección 'Effluent BOD',DIGESTATE LIQUIDO DBO SALIDA MG L,[-+]?\d*\.?\d+\s*mg/L,tratamiento|effluent|polishing|DBO|DQO,agua potable|desalación,keep SI unit,"in [10, 2000]",False,False,True,
BIG-093,es,potencia kVA,kVA,kVA,transformer_spec|switchgear_spec,Sección 'Rated power',TRANSFORMER POTENCIA KVA,[-+]?\d*\.?\d+\s*kVA,transformador|switchgear|tablero,motor generador,keep SI unit,"in [50, 20000]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-094,es,eficiencia pct,,%,transformer_spec|switchgear_spec,Sección 'Efficiency',TRANSFORMER EFICIENCIA PCT,[-+]?\d*\.?\d+\s*%,transformador|switchgear|tablero,motor generador,convert fraction to % (multiply by 100),"in [96, 99.5]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-095,es,tension kV,,kV,transformer_spec|switchgear_spec,Sección 'Rated voltage',SWITCHGEAR TENSION KV,[-+]?\d*\.?\d+\s*kV,transformador|switchgear|tablero,motor generador,keep SI unit,"in [0.4, 44]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-096,es,scrubber tipo,H2S,-,h2s_scrubber_spec|datasheet,Sección 'Scrubber type',H2S SCRUBBER TIPO,[A-Za-z][A-Za-z0-9_\- ]+,scrubber H2S|lecho|hierro|biological,filtro de polvo|catalizador,keep SI unit,,False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-097,es,scrubber capacidad m3 h,H2S,m3/h,h2s_scrubber_spec|datasheet,Sección 'Capacity',H2S SCRUBBER CAPACIDAD M3 BIOGAS H,[-+]?\d*\.?\d+\s*m3/h,scrubber H2S|lecho|hierro|biological,filtro de polvo|catalizador,keep SI unit,"in [50, 20000]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-098,es,scrubber H2S entrada ppm,H2S,ppmv,h2s_scrubber_spec|datasheet,Sección 'Inlet H2S',H2S SCRUBBER H2S ENTRADA PPM,[-+]?\d*\.?\d+\s*ppmv,scrubber H2S|lecho|hierro|biological,filtro de polvo|catalizador,convert %vol to ppmv (multiply by 10000) or viceversa,"in [100, 15000]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-099,es,cooler temperatura salida C,,°C,chiller_spec|cooler_spec,Sección 'Outlet temperature',DRYING COOLER TEMPERATURA SALIDA C,[-+]?\d*\.?\d+\s*°C,chiller|cooler|secado|drying,calefactor,convert °F to °C ((F-32)*5/9) and K to °C (K-273.15),"in [2, 20]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-100,es,potencia kW,,kW,chiller_spec|cooler_spec,Sección 'Cooling capacity',CHILLER POTENCIA KW,[-+]?\d*\.?\d+\s*kW,chiller|cooler|secado|drying,calefactor,keep SI unit,"in [5, 500]",False,False,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-101,es,latitud grados,,degrees,topographic_survey|meteo_study,Sección 'Site coordinates',SITE LATITUD GRADOS,[-+]?\d*\.?\d+\s*degrees,latitud|longitud|altitud|site|topografía,costa marítima|offshore,keep SI unit,"in [-90, 90]",False,True,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-102,es,longitud grados,,degrees,topographic_survey|meteo_study,Sección 'Site coordinates',SITE LONGITUD GRADOS,[-+]?\d*\.?\d+\s*degrees,latitud|longitud|altitud|site|topografía,costa marítima|offshore,keep SI unit,"in [-180, 180]",False,True,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-103,es,temperatura ambiente media C,,°C,topographic_survey|meteo_study,Sección 'Annual mean temperature',SITE TEMPERATURA AMBIENTE MEDIA C,[-+]?\d*\.?\d+\s*°C,latitud|longitud|altitud|site|topografía,costa marítima|offshore,convert °F to °C ((F-32)*5/9) and K to °C (K-273.15),"in [-10, 40]",False,True,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-104,es,altitud msnm,msnm,m,topographic_survey|meteo_study,Sección 'Elevation',SITE ALTITUD MSNM,[-+]?\d*\.?\d+\s*m,latitud|longitud|altitud|site|topografía,costa marítima|offshore,keep SI unit,"in [0, 5000]",False,True,True,always - PROHIBITED_TO_ASSUME field requires human validation
BIG-105,es;en,assumed_bmp_m3_ch4_kg_vs,,m3 CH4/kg VS,datasheet;report;specification,Properties;Specifications,assumed_bmp_m3_ch4_kg_vs,regex:([0-9]+\.?[0-9]*)\s*m3 CH4/kg VS,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-106,es;en,assumed_hrt_days,,days,datasheet;report;specification,Properties;Specifications,assumed_hrt_days,regex:([0-9]+\.?[0-9]*)\s*days,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-107,es;en,assumed_olr_kg_vs_m3_d,,kg VS/m3/d,datasheet;report;specification,Properties;Specifications,assumed_olr_kg_vs_m3_d,regex:([0-9]+\.?[0-9]*)\s*kg VS/m3/d,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-108,es;en,assumed_digester_temperature_c,,degree C,datasheet;report;specification,Properties;Specifications,assumed_digester_temperature_c,regex:([0-9]+\.?[0-9]*)\s*degree C,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-109,es;en,assumed_biogas_ch4_pct,,percent,datasheet;report;specification,Properties;Specifications,assumed_biogas_ch4_pct,regex:([0-9]+\.?[0-9]*)\s*percent,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-110,es;en,assumed_biogas_h2s_ppm,,ppm,datasheet;report;specification,Properties;Specifications,assumed_biogas_h2s_ppm,regex:([0-9]+\.?[0-9]*)\s*ppm,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-111,es;en,assumed_gas_holder_volume_m3,,m3,datasheet;report;specification,Properties;Specifications,assumed_gas_holder_volume_m3,regex:([0-9]+\.?[0-9]*)\s*m3,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-112,es;en,assumed_flare_capacity_kg_h,,kg/h,datasheet;report;specification,Properties;Specifications,assumed_flare_capacity_kg_h,regex:([0-9]+\.?[0-9]*)\s*kg/h,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-113,es;en,assumed_chp_electrical_efficiency_pct,,percent,datasheet;report;specification,Properties;Specifications,assumed_chp_electrical_efficiency_pct,regex:([0-9]+\.?[0-9]*)\s*percent,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-114,es;en,assumed_chp_thermal_efficiency_pct,,percent,datasheet;report;specification,Properties;Specifications,assumed_chp_thermal_efficiency_pct,regex:([0-9]+\.?[0-9]*)\s*percent,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-115,es;en,assumed_biogas_production_nm3_h,,Nm3/h,datasheet;report;specification,Properties;Specifications,assumed_biogas_production_nm3_h,regex:([0-9]+\.?[0-9]*)\s*Nm3/h,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-116,es;en,assumed_ts_pct,,percent,datasheet;report;specification,Properties;Specifications,assumed_ts_pct,regex:([0-9]+\.?[0-9]*)\s*percent,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-117,es;en,assumed_vs_pct,,percent,datasheet;report;specification,Properties;Specifications,assumed_vs_pct,regex:([0-9]+\.?[0-9]*)\s*percent,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-118,es;en,assumed_cn_ratio,,-,datasheet;report;specification,Properties;Specifications,assumed_cn_ratio,regex:([0-9]+\.?[0-9]*)\s*-,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-119,es;en,assumed_pcc_voltage_kv,,kV,datasheet;report;specification,Properties;Specifications,assumed_pcc_voltage_kv,regex:([0-9]+\.?[0-9]*)\s*kV,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIG-120,es;en,assumed_sil_target,,-,datasheet;report;specification,Properties;Specifications,assumed_sil_target,regex:([0-9]+\.?[0-9]*)\s*-,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
