layer_id,discipline,technology_scope,name_template,description,aci_color,rgb_color,lineweight_mm,linetype,plot_behavior,visible_scales,entity_types,source_ids
C-CYBER|C-ZONE,GEN,ALL,C-CYBER|C-ZONE,Capa C-CYBER|C-ZONE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
C-EMS|C-OPT,GEN,ALL,C-EMS|C-OPT,Capa C-EMS|C-OPT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
C-FOUND|C-REBR|C-ANCH,GEN,ALL,C-FOUND|C-REBR|C-ANCH,Capa C-FOUND|C-REBR|C-ANCH generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
C-SCADA|C-COMM,GEN,ALL,C-SCADA|C-COMM,Capa C-SCADA|C-COMM generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-CIV-HELIOSTAT-FIELD,MECH,CSP,CSP-CIV-HELIOSTAT-FIELD,Capa CSP-CIV-HELIOSTAT-FIELD generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-CIV-IMPLANT,MECH,CSP,CSP-CIV-IMPLANT,Capa CSP-CIV-IMPLANT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-CIV-SITEPLAN,MECH,CSP,CSP-CIV-SITEPLAN,Capa CSP-CIV-SITEPLAN generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-CIV-TROUGH-FIELD,MECH,CSP,CSP-CIV-TROUGH-FIELD,Capa CSP-CIV-TROUGH-FIELD generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-CTRL-SCADA,MECH,CSP,CSP-CTRL-SCADA,Capa CSP-CTRL-SCADA generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-ELEC-GROUNDING,MECH,CSP,CSP-ELEC-GROUNDING,Capa CSP-ELEC-GROUNDING generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-ELEC-SLD,MECH,CSP,CSP-ELEC-SLD,Capa CSP-ELEC-SLD generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-FIRE-DETECTION,MECH,CSP,CSP-FIRE-DETECTION,Capa CSP-FIRE-DETECTION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-MECH-TOWER-PLAN,MECH,CSP,CSP-MECH-TOWER-PLAN,Capa CSP-MECH-TOWER-PLAN generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-MECH-TOWER-SECTION,MECH,CSP,CSP-MECH-TOWER-SECTION,Capa CSP-MECH-TOWER-SECTION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-MECH-TURBINE-HALL,MECH,CSP,CSP-MECH-TURBINE-HALL,Capa CSP-MECH-TURBINE-HALL generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-OPS-MIRROR-WASHING,MECH,CSP,CSP-OPS-MIRROR-WASHING,Capa CSP-OPS-MIRROR-WASHING generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-PROC-PFD-HTF,MECH,CSP,CSP-PROC-PFD-HTF,Capa CSP-PROC-PFD-HTF generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-PROC-PID-HTF,MECH,CSP,CSP-PROC-PID-HTF,Capa CSP-PROC-PID-HTF generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-PROC-PID-STEAM,MECH,CSP,CSP-PROC-PID-STEAM,Capa CSP-PROC-PID-STEAM generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
CSP-PROC-PID-TES,MECH,CSP,CSP-PROC-PID-TES,Capa CSP-PROC-PID-TES generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-ACSL|E-ACBK|E-REL|E-MTR,GEN,ALL,E-ACSL|E-ACBK|E-REL|E-MTR,Capa E-ACSL|E-ACBK|E-REL|E-MTR generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-ACSL|E-DCSL|E-PROT|E-METER,GEN,ALL,E-ACSL|E-DCSL|E-PROT|E-METER,Capa E-ACSL|E-DCSL|E-PROT|E-METER generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-BESS-DC|E-BESS-AC,ELEC,BESS,E-BESS-DC|E-BESS-AC,Capa E-BESS-DC|E-BESS-AC generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-CTRL|E-NETW|E-SCADA,GEN,ALL,E-CTRL|E-NETW|E-SCADA,Capa E-CTRL|E-NETW|E-SCADA generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-CYBR|E-ZONE,GEN,ALL,E-CYBR|E-ZONE,Capa E-CYBR|E-ZONE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-DCSL|E-DCBK|E-DCCT,GEN,ALL,E-DCSL|E-DCBK|E-DCCT,Capa E-DCSL|E-DCBK|E-DCCT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-DR|E-EV|E-METER,GEN,ALL,E-DR|E-EV|E-METER,Capa E-DR|E-EV|E-METER generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-GRID|E-GND|E-LTG,GEN,ALL,E-GRID|E-GND|E-LTG,Capa E-GRID|E-GND|E-LTG generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-GRID|E-LTGN,GEN,ALL,E-GRID|E-LTGN,Capa E-GRID|E-LTGN generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-HYDRO-AC,HYD,HYDRO,E-HYDRO-AC,Capa E-HYDRO-AC generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-NETW|E-PROT,GEN,ALL,E-NETW|E-PROT,Capa E-NETW|E-PROT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-PCC|E-SYNC|E-AISL,GEN,ALL,E-PCC|E-SYNC|E-AISL,Capa E-PCC|E-SYNC|E-AISL generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-PROT|E-RELAY,GEN,ALL,E-PROT|E-RELAY,Capa E-PROT|E-RELAY generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-PV-DC|E-PV-AC,GEN,ALL,E-PV-DC|E-PV-AC,Capa E-PV-DC|E-PV-AC generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
E-WIND-AC,GEN,ALL,E-WIND-AC,Capa E-WIND-AC generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEN-ALL-ASBUILT,GEN,ALL,GEN-ALL-ASBUILT,Capa GEN-ALL-ASBUILT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-CIV-IMPLANT,PROC,GEOTHERMAL,GEO-CIV-IMPLANT,Capa GEO-CIV-IMPLANT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-CIV-SITEPLAN,PROC,GEOTHERMAL,GEO-CIV-SITEPLAN,Capa GEO-CIV-SITEPLAN generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-CIV-WELLS,PROC,GEOTHERMAL,GEO-CIV-WELLS,Capa GEO-CIV-WELLS generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-CTRL-SCADA,PROC,GEOTHERMAL,GEO-CTRL-SCADA,Capa GEO-CTRL-SCADA generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-ELEC-SLD,PROC,GEOTHERMAL,GEO-ELEC-SLD,Capa GEO-ELEC-SLD generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-FIRE-DETECTION,PROC,GEOTHERMAL,GEO-FIRE-DETECTION,Capa GEO-FIRE-DETECTION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-MECH-CONDENSER,PROC,GEOTHERMAL,GEO-MECH-CONDENSER,Capa GEO-MECH-CONDENSER generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-MECH-ORC,PROC,GEOTHERMAL,GEO-MECH-ORC,Capa GEO-MECH-ORC generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-MECH-SEPARATOR,PROC,GEOTHERMAL,GEO-MECH-SEPARATOR,Capa GEO-MECH-SEPARATOR generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-MECH-TURBINE,PROC,GEOTHERMAL,GEO-MECH-TURBINE,Capa GEO-MECH-TURBINE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-MECH-TURBINE-SECTION,PROC,GEOTHERMAL,GEO-MECH-TURBINE-SECTION,Capa GEO-MECH-TURBINE-SECTION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-PIPING-GATHERING,PROC,GEOTHERMAL,GEO-PIPING-GATHERING,Capa GEO-PIPING-GATHERING generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-PIPING-PROFILE,PROC,GEOTHERMAL,GEO-PIPING-PROFILE,Capa GEO-PIPING-PROFILE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-PROC-AREA-CLASS,PROC,GEOTHERMAL,GEO-PROC-AREA-CLASS,Capa GEO-PROC-AREA-CLASS generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-PROC-NCG,PROC,GEOTHERMAL,GEO-PROC-NCG,Capa GEO-PROC-NCG generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
GEO-PROC-PID-SEP,PROC,GEOTHERMAL,GEO-PROC-PID-SEP,Capa GEO-PROC-PID-SEP generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-CIV-ASBUILT,HYD,HYDRO,HYD-CIV-ASBUILT,Capa HYD-CIV-ASBUILT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-CIV-CANAL,HYD,HYDRO,HYD-CIV-CANAL,Capa HYD-CIV-CANAL generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-CIV-CUENCA,HYD,HYDRO,HYD-CIV-CUENCA,Capa HYD-CIV-CUENCA generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-CIV-INTAKE,HYD,HYDRO,HYD-CIV-INTAKE,Capa HYD-CIV-INTAKE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-CIV-PENSTOCK,HYD,HYDRO,HYD-CIV-PENSTOCK,Capa HYD-CIV-PENSTOCK generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-CIV-POWERHOUSE,HYD,HYDRO,HYD-CIV-POWERHOUSE,Capa HYD-CIV-POWERHOUSE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-CIV-SITEPLAN,HYD,HYDRO,HYD-CIV-SITEPLAN,Capa HYD-CIV-SITEPLAN generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-CIV-SPILLWAY,HYD,HYDRO,HYD-CIV-SPILLWAY,Capa HYD-CIV-SPILLWAY generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-CIV-TAILRACE,HYD,HYDRO,HYD-CIV-TAILRACE,Capa HYD-CIV-TAILRACE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-ELEC-CONTROL,HYD,HYDRO,HYD-ELEC-CONTROL,Capa HYD-ELEC-CONTROL generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-ELEC-GENERATOR,HYD,HYDRO,HYD-ELEC-GENERATOR,Capa HYD-ELEC-GENERATOR generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-ELEC-GROUND,HYD,HYDRO,HYD-ELEC-GROUND,Capa HYD-ELEC-GROUND generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-ELEC-SLD,HYD,HYDRO,HYD-ELEC-SLD,Capa HYD-ELEC-SLD generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
HYD-MECH-TURBINE,HYD,HYDRO,HYD-MECH-TURBINE,Capa HYD-MECH-TURBINE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
M-HVAC|M-DUCT|M-FAN,GEN,ALL,M-HVAC|M-DUCT|M-FAN,Capa M-HVAC|M-DUCT|M-FAN generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-CIV-ASBUILT,CIVIL,MARINE,MAR-CIV-ASBUILT,Capa MAR-CIV-ASBUILT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-CIV-BATHY,CIVIL,MARINE,MAR-CIV-BATHY,Capa MAR-CIV-BATHY generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-CIV-DEVICE,CIVIL,MARINE,MAR-CIV-DEVICE,Capa MAR-CIV-DEVICE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-CIV-FOUNDATION,CIVIL,MARINE,MAR-CIV-FOUNDATION,Capa MAR-CIV-FOUNDATION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-CIV-LANDFALL,CIVIL,MARINE,MAR-CIV-LANDFALL,Capa MAR-CIV-LANDFALL generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-CIV-MOORING,CIVIL,MARINE,MAR-CIV-MOORING,Capa MAR-CIV-MOORING generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-CIV-SITE,CIVIL,MARINE,MAR-CIV-SITE,Capa MAR-CIV-SITE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-CTRL-SCADA,CIVIL,MARINE,MAR-CTRL-SCADA,Capa MAR-CTRL-SCADA generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-ELEC-CABLE,CIVIL,MARINE,MAR-ELEC-CABLE,Capa MAR-ELEC-CABLE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-ELEC-DYN-CABLE,CIVIL,MARINE,MAR-ELEC-DYN-CABLE,Capa MAR-ELEC-DYN-CABLE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-ELEC-EXPORT,CIVIL,MARINE,MAR-ELEC-EXPORT,Capa MAR-ELEC-EXPORT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-ELEC-SLD,CIVIL,MARINE,MAR-ELEC-SLD,Capa MAR-ELEC-SLD generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-ELEC-SUBSTATION,CIVIL,MARINE,MAR-ELEC-SUBSTATION,Capa MAR-ELEC-SUBSTATION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-ENV-EXCLUSION,CIVIL,MARINE,MAR-ENV-EXCLUSION,Capa MAR-ENV-EXCLUSION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-NAV-CORRIDOR,CIVIL,MARINE,MAR-NAV-CORRIDOR,Capa MAR-NAV-CORRIDOR generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MAR-PROC-OTEC,CIVIL,MARINE,MAR-PROC-OTEC,Capa MAR-PROC-OTEC generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
MECH-ALL-WT-TOWER,PROC,HYDROGEN,MECH-ALL-WT-TOWER,Capa MECH-ALL-WT-TOWER generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
P-BIO|P-GAS|P-GEOTH|S-AEx,PROC,BIOMASS,P-BIO|P-GAS|P-GEOTH|S-AEx,Capa P-BIO|P-GAS|P-GEOTH|S-AEx generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-CIV-FENCE,CIVIL,PV_GROUND,PVG-CIV-FENCE,Capa PVG-CIV-FENCE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-CIV-FOUNDATION,CIVIL,PV_GROUND,PVG-CIV-FOUNDATION,Capa PVG-CIV-FOUNDATION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-CIV-IMPLANT,CIVIL,PV_GROUND,PVG-CIV-IMPLANT,Capa PVG-CIV-IMPLANT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-CIV-REPLANT,CIVIL,PV_GROUND,PVG-CIV-REPLANT,Capa PVG-CIV-REPLANT generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-CIV-ROAD,CIVIL,PV_GROUND,PVG-CIV-ROAD,Capa PVG-CIV-ROAD generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-CIV-SECTION,CIVIL,PV_GROUND,PVG-CIV-SECTION,Capa PVG-CIV-SECTION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-CIV-SITEPLAN,CIVIL,PV_GROUND,PVG-CIV-SITEPLAN,Capa PVG-CIV-SITEPLAN generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-CIV-TRENCH,CIVIL,PV_GROUND,PVG-CIV-TRENCH,Capa PVG-CIV-TRENCH generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-CTRL-SCADA,CIVIL,PV_GROUND,PVG-CTRL-SCADA,Capa PVG-CTRL-SCADA generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-ELEC-AC-COLLECTION,CIVIL,PV_GROUND,PVG-ELEC-AC-COLLECTION,Capa PVG-ELEC-AC-COLLECTION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-ELEC-ARRAY,CIVIL,PV_GROUND,PVG-ELEC-ARRAY,Capa PVG-ELEC-ARRAY generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-ELEC-DC-COLLECTION,CIVIL,PV_GROUND,PVG-ELEC-DC-COLLECTION,Capa PVG-ELEC-DC-COLLECTION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-ELEC-GROUNDING,CIVIL,PV_GROUND,PVG-ELEC-GROUNDING,Capa PVG-ELEC-GROUNDING generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
