field_id,language,synonyms,abbreviations,expected_units,document_types,section_names,table_header_patterns,regex_candidates,positive_context,negative_context,normalization_rule,plausibility_rule,requires_ocr,requires_vision,requires_llm,human_review_condition
GEO-075,es,h2s_abatement|stretford|locat|abatimiento,H2S|ABT,%,h2s_system_spec|process_diagram,h2s_abatement,H2S;ABT,eff\s*=\s*(\d+\.?\d*)|cap\s*=\s*(\d+\.?\d*),H2S|abatement|Stretford|LO-CAT,cooling,eff %,eff >= 99%,False,False,True,if eff < 99
GEO-076,es,h2s_abatement|stretford|locat|abatimiento,H2S|ABT,kg/h,h2s_system_spec|process_diagram,h2s_abatement,H2S;ABT,eff\s*=\s*(\d+\.?\d*)|cap\s*=\s*(\d+\.?\d*),H2S|abatement|Stretford|LO-CAT,cooling,eff %,eff >= 99%,False,False,True,if eff < 99
GEO-077,es,h2s_abatement|stretford|locat|abatimiento,H2S|ABT,ppm,h2s_system_spec|process_diagram,h2s_abatement,H2S;ABT,eff\s*=\s*(\d+\.?\d*)|cap\s*=\s*(\d+\.?\d*),H2S|abatement|Stretford|LO-CAT,cooling,eff %,eff >= 99%,False,False,True,if eff < 99
GEO-078,es,venteo|vent|chimenea,VENT|STK,m,vent_stack_spec|process_diagram,venting,VENT;STK,H\s*=\s*(\d+\.?\d*)|rate\s*=\s*(\d+\.?\d*)|R\s*=\s*(\d+\.?\d*),vent stack|API 521|radiation,flue,"H in m, rate in kg/h",per API 521,False,False,True,if H < 10 m
GEO-079,es,venteo|vent|chimenea,VENT|STK,kg/h,vent_stack_spec|process_diagram,venting,VENT;STK,H\s*=\s*(\d+\.?\d*)|rate\s*=\s*(\d+\.?\d*)|R\s*=\s*(\d+\.?\d*),vent stack|API 521|radiation,flue,"H in m, rate in kg/h",per API 521,False,False,True,if H < 10 m
GEO-080,es,venteo|vent|chimenea,VENT|STK,m,vent_stack_spec|process_diagram,venting,VENT;STK,H\s*=\s*(\d+\.?\d*)|rate\s*=\s*(\d+\.?\d*)|R\s*=\s*(\d+\.?\d*),vent stack|API 521|radiation,flue,"H in m, rate in kg/h",per API 521,False,False,True,if H < 10 m
GEO-081,es,scaling|incrustacion|ami|lsi,AMI|LSI|SCAL,-,chemistry_report|scaling_calc,scaling_index,AMI;LSI;SCAL,AMI\s*=\s*([-+]?\d+\.?\d*)|LSI\s*=\s*([-+]?\d+\.?\d*),scaling|saturation index,dissolution,index unitless,"AMI/LSI in [-3,3]",False,False,True,if index > 0.5
GEO-082,es,scaling|incrustacion|ami|lsi,AMI|LSI|SCAL,-,chemistry_report|scaling_calc,scaling_index,AMI;LSI;SCAL,AMI\s*=\s*([-+]?\d+\.?\d*)|LSI\s*=\s*([-+]?\d+\.?\d*),scaling|saturation index,dissolution,index unitless,"AMI/LSI in [-3,3]",False,False,True,if index > 0.5
GEO-083,es,scaling|incrustacion|ami|lsi,AMI|LSI|SCAL,-,chemistry_report|scaling_calc,scaling_index,AMI;LSI;SCAL,AMI\s*=\s*([-+]?\d+\.?\d*)|LSI\s*=\s*([-+]?\d+\.?\d*),scaling|saturation index,dissolution,index unitless,"AMI/LSI in [-3,3]",False,False,True,if index > 0.5
GEO-084,es,corrosion|material|h2s_gas|co2_gas|chloride,H2S|CO2|CL|MAT,ppm,corrosion_study|material_spec,corrosion_evaluation,H2S;CO2;CL;MAT,H2S\s*=\s*(\d+\.?\d*)|CO2\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),corrosion|SSC|material selection,fresh water,ppm or mg/L,per fluid chem,False,False,True,if mismatch with chemistry
GEO-085,es,corrosion|material|h2s_gas|co2_gas|chloride,H2S|CO2|CL|MAT,ppm,corrosion_study|material_spec,corrosion_evaluation,H2S;CO2;CL;MAT,H2S\s*=\s*(\d+\.?\d*)|CO2\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),corrosion|SSC|material selection,fresh water,ppm or mg/L,per fluid chem,False,False,True,if mismatch with chemistry
GEO-086,es,corrosion|material|h2s_gas|co2_gas|chloride,H2S|CO2|CL|MAT,mg/L,corrosion_study|material_spec,corrosion_evaluation,H2S;CO2;CL;MAT,H2S\s*=\s*(\d+\.?\d*)|CO2\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),corrosion|SSC|material selection,fresh water,ppm or mg/L,per fluid chem,False,False,True,if mismatch with chemistry
GEO-087,es,corrosion|material|h2s_gas|co2_gas|chloride,H2S|CO2|CL|MAT,-,corrosion_study|material_spec,corrosion_evaluation,H2S;CO2;CL;MAT,H2S\s*=\s*(\d+\.?\d*)|CO2\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),corrosion|SSC|material selection,fresh water,ppm or mg/L,per fluid chem,False,False,True,if mismatch with chemistry
GEO-088,es,mercurio|arsenico|contaminantes,HG|AS|PPB,ppb,trace_metals_report|chemistry_report,trace_metals,HG;AS;PPB,Hg\s*=\s*(\d+\.?\d*)|As\s*=\s*(\d+\.?\d*),mercury|arsenic|ppb,major ions,ppb,trace levels,False,False,True,if Hg > 500
GEO-089,es,mercurio|arsenico|contaminantes,HG|AS|PPB,ppb,trace_metals_report|chemistry_report,trace_metals,HG;AS;PPB,Hg\s*=\s*(\d+\.?\d*)|As\s*=\s*(\d+\.?\d*),mercury|arsenic|ppb,major ions,ppb,trace levels,False,False,True,if Hg > 500
GEO-090,es,orc|organico|isobutane|isopentane,ORC|WF|ISO,-,orc_datasheet|process_diagram,orc_unit,ORC;WF;ISO,fluid\s*=\s*(\w+)|m\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),ORC|binary|working fluid,steam turbine,MW and kg/s,eff 8-25%,False,False,True,if eff out of range
GEO-091,es,orc|organico|isobutane|isopentane,ORC|WF|ISO,kg/s,orc_datasheet|process_diagram,orc_unit,ORC;WF;ISO,fluid\s*=\s*(\w+)|m\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),ORC|binary|working fluid,steam turbine,MW and kg/s,eff 8-25%,False,False,True,if eff out of range
GEO-092,es,orc|organico|isobutane|isopentane,ORC|WF|ISO,MW,orc_datasheet|process_diagram,orc_unit,ORC;WF;ISO,fluid\s*=\s*(\w+)|m\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),ORC|binary|working fluid,steam turbine,MW and kg/s,eff 8-25%,False,False,True,if eff out of range
GEO-093,es,orc|organico|isobutane|isopentane,ORC|WF|ISO,MW,orc_datasheet|process_diagram,orc_unit,ORC;WF;ISO,fluid\s*=\s*(\w+)|m\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),ORC|binary|working fluid,steam turbine,MW and kg/s,eff 8-25%,False,False,True,if eff out of range
GEO-094,es,orc|organico|isobutane|isopentane,ORC|WF|ISO,%,orc_datasheet|process_diagram,orc_unit,ORC;WF;ISO,fluid\s*=\s*(\w+)|m\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),ORC|binary|working fluid,steam turbine,MW and kg/s,eff 8-25%,False,False,True,if eff out of range
GEO-095,es,orc|organico|isobutane|isopentane,ORC|WF|ISO,MW,orc_datasheet|process_diagram,orc_unit,ORC;WF;ISO,fluid\s*=\s*(\w+)|m\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),ORC|binary|working fluid,steam turbine,MW and kg/s,eff 8-25%,False,False,True,if eff out of range
GEO-096,es,acc|air_cooled|enfriado_aire,ACC|FAN,-,acc_spec|orc_layout,acc_unit,ACC;FAN,fans\s*=\s*(\d+)|Q\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),air cooled|fan|ACC,cooling tower,fan count int,positive,False,False,True,if mismatch
GEO-097,es,acc|air_cooled|enfriado_aire,ACC|FAN,MW,acc_spec|orc_layout,acc_unit,ACC;FAN,fans\s*=\s*(\d+)|Q\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),air cooled|fan|ACC,cooling tower,fan count int,positive,False,False,True,if mismatch
GEO-098,es,acc|air_cooled|enfriado_aire,ACC|FAN,kW,acc_spec|orc_layout,acc_unit,ACC;FAN,fans\s*=\s*(\d+)|Q\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),air cooled|fan|ACC,cooling tower,fan count int,positive,False,False,True,if mismatch
GEO-099,es,reinyection|inyeccion|reinjection,REINJ|INJ,bar,reinjection_spec|environmental_permit,reinjection,REINJ;INJ,P\s*=\s*(\d+\.?\d*)|T\s*=\s*(\d+\.?\d*)|pH\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),reinjection|injection|brine,production,"bar, degC",per fracture gradient,False,False,True,if P > fracture
GEO-100,es,reinyection|inyeccion|reinjection,REINJ|INJ,degC,reinjection_spec|environmental_permit,reinjection,REINJ;INJ,P\s*=\s*(\d+\.?\d*)|T\s*=\s*(\d+\.?\d*)|pH\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),reinjection|injection|brine,production,"bar, degC",per fracture gradient,False,False,True,if P > fracture
GEO-101,es,reinyection|inyeccion|reinjection,REINJ|INJ,-,reinjection_spec|environmental_permit,reinjection,REINJ;INJ,P\s*=\s*(\d+\.?\d*)|T\s*=\s*(\d+\.?\d*)|pH\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),reinjection|injection|brine,production,"bar, degC",per fracture gradient,False,False,True,if P > fracture
GEO-102,es,reinyection|inyeccion|reinjection,REINJ|INJ,kW,reinjection_spec|environmental_permit,reinjection,REINJ;INJ,P\s*=\s*(\d+\.?\d*)|T\s*=\s*(\d+\.?\d*)|pH\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),reinjection|injection|brine,production,"bar, degC",per fracture gradient,False,False,True,if P > fracture
GEO-103,es,pozos|wells|casing|trayectoria,WELL|CAS|TRJ,kg/s,well_completion|drilling_program,completion|trajectory,WELL;CAS;TRJ,casing\s*=\s*(\d+\.?\d*)|well\s*=\s*(\d+)|trajectory\s*=\s*(vertical|deviated|horizontal),well|casing|completion,wellbore fluid,diameter in inches,in drilling range,False,False,True,if diameter < 6 in
GEO-104,es,pozos|wells|casing|trayectoria,WELL|CAS|TRJ,kg/s,well_completion|drilling_program,completion|trajectory,WELL;CAS;TRJ,casing\s*=\s*(\d+\.?\d*)|well\s*=\s*(\d+)|trajectory\s*=\s*(vertical|deviated|horizontal),well|casing|completion,wellbore fluid,diameter in inches,in drilling range,False,False,True,if diameter < 6 in
GEO-105,es,pozos|wells|casing|trayectoria,WELL|CAS|TRJ,kW,well_completion|drilling_program,completion|trajectory,WELL;CAS;TRJ,casing\s*=\s*(\d+\.?\d*)|well\s*=\s*(\d+)|trajectory\s*=\s*(vertical|deviated|horizontal),well|casing|completion,wellbore fluid,diameter in inches,in drilling range,False,False,True,if diameter < 6 in
GEO-106,es,electrico|generator|transformador|switchgear|tierra,GEN|TR|SG|GRD,kV,electrical_spec|interconnection_study,electrical_equipment,GEN;TR;SG;GRD,kV\s*=\s*(\d+\.?\d*)|MVA\s*=\s*(\d+\.?\d*)|ohm\s*=\s*(\d+\.?\d*),generator|transformer|grounding,pipe,"kV, MVA, ohm",R < 1 ohm,False,False,True,if R > 1
GEO-107,es,electrico|generator|transformador|switchgear|tierra,GEN|TR|SG|GRD,MVA,electrical_spec|interconnection_study,electrical_equipment,GEN;TR;SG;GRD,kV\s*=\s*(\d+\.?\d*)|MVA\s*=\s*(\d+\.?\d*)|ohm\s*=\s*(\d+\.?\d*),generator|transformer|grounding,pipe,"kV, MVA, ohm",R < 1 ohm,False,False,True,if R > 1
GEO-108,es,electrico|generator|transformador|switchgear|tierra,GEN|TR|SG|GRD,kV,electrical_spec|interconnection_study,electrical_equipment,GEN;TR;SG;GRD,kV\s*=\s*(\d+\.?\d*)|MVA\s*=\s*(\d+\.?\d*)|ohm\s*=\s*(\d+\.?\d*),generator|transformer|grounding,pipe,"kV, MVA, ohm",R < 1 ohm,False,False,True,if R > 1
GEO-109,es,electrico|generator|transformador|switchgear|tierra,GEN|TR|SG|GRD,kV,electrical_spec|interconnection_study,electrical_equipment,GEN;TR;SG;GRD,kV\s*=\s*(\d+\.?\d*)|MVA\s*=\s*(\d+\.?\d*)|ohm\s*=\s*(\d+\.?\d*),generator|transformer|grounding,pipe,"kV, MVA, ohm",R < 1 ohm,False,False,True,if R > 1
GEO-110,es,electrico|generator|transformador|switchgear|tierra,GEN|TR|SG|GRD,ohm,electrical_spec|interconnection_study,electrical_equipment,GEN;TR;SG;GRD,kV\s*=\s*(\d+\.?\d*)|MVA\s*=\s*(\d+\.?\d*)|ohm\s*=\s*(\d+\.?\d*),generator|transformer|grounding,pipe,"kV, MVA, ohm",R < 1 ohm,False,False,True,if R > 1
GEO-111,es,control|scada|sis|sil,SCADA|SIS|SIL|DCS,-,control_spec|scada_arch,control_architecture,SCADA;SIS;SIL;DCS,protocol\s*=\s*(DNP3|IEC_61850|Modbus_TCP|OPC_UA)|SIL\s*=\s*(SIL\d),SCADA|SIS|protocol,field instrument only,protocol string,SIL1-3,False,False,True,if SIL missing
GEO-112,es,control|scada|sis|sil,SCADA|SIS|SIL|DCS,-,control_spec|scada_arch,control_architecture,SCADA;SIS;SIL;DCS,protocol\s*=\s*(DNP3|IEC_61850|Modbus_TCP|OPC_UA)|SIL\s*=\s*(SIL\d),SCADA|SIS|protocol,field instrument only,protocol string,SIL1-3,False,False,True,if SIL missing
GEO-113,es,control|scada|sis|sil,SCADA|SIS|SIL|DCS,-,control_spec|scada_arch,control_architecture,SCADA;SIS;SIL;DCS,protocol\s*=\s*(DNP3|IEC_61850|Modbus_TCP|OPC_UA)|SIL\s*=\s*(SIL\d),SCADA|SIS|protocol,field instrument only,protocol string,SIL1-3,False,False,True,if SIL missing
GEO-114,es,incendio|fire|h2s_detection|rociador,H2S_DET|NFP|SPR,-,fire_safety_study|area_class_study,fire_detection,H2S_DET;NFP;SPR,zone\s*=\s*(Zone_\d|non_hazardous)|density\s*=\s*(\d+\.?\d*)|tank\s*=\s*(\d+\.?\d*),fire|H2S detection|sprinkler,process,zone enum,per NFPA 497,False,False,True,if zone missing
GEO-115,es,incendio|fire|h2s_detection|rociador,H2S_DET|NFP|SPR,-,fire_safety_study|area_class_study,fire_detection,H2S_DET;NFP;SPR,zone\s*=\s*(Zone_\d|non_hazardous)|density\s*=\s*(\d+\.?\d*)|tank\s*=\s*(\d+\.?\d*),fire|H2S detection|sprinkler,process,zone enum,per NFPA 497,False,False,True,if zone missing
GEO-116,es,incendio|fire|h2s_detection|rociador,H2S_DET|NFP|SPR,m3,fire_safety_study|area_class_study,fire_detection,H2S_DET;NFP;SPR,zone\s*=\s*(Zone_\d|non_hazardous)|density\s*=\s*(\d+\.?\d*)|tank\s*=\s*(\d+\.?\d*),fire|H2S detection|sprinkler,process,zone enum,per NFPA 497,False,False,True,if zone missing
GEO-117,es,incendio|fire|h2s_detection|rociador,H2S_DET|NFP|SPR,mm/min,fire_safety_study|area_class_study,fire_detection,H2S_DET;NFP;SPR,zone\s*=\s*(Zone_\d|non_hazardous)|density\s*=\s*(\d+\.?\d*)|tank\s*=\s*(\d+\.?\d*),fire|H2S detection|sprinkler,process,zone enum,per NFPA 497,False,False,True,if zone missing
GEO-118,es,ambiental|eia|emisiones|reinyeccion_obligatoria,EIA|H2S_LIM|HG_LIM,-,eia_approval|environmental_permit,environmental_limits,EIA;H2S_LIM;HG_LIM,limit\s*=\s*(\d+\.?\d*)|mandatory\s*=\s*(true|false),EIA|emission limit|mandatory,design only,"kg/h, mg/Nm3",per EIA permit,False,False,True,if exceeds limit
GEO-119,es,ambiental|eia|emisiones|reinyeccion_obligatoria,EIA|H2S_LIM|HG_LIM,kg/h,eia_approval|environmental_permit,environmental_limits,EIA;H2S_LIM;HG_LIM,limit\s*=\s*(\d+\.?\d*)|mandatory\s*=\s*(true|false),EIA|emission limit|mandatory,design only,"kg/h, mg/Nm3",per EIA permit,False,False,True,if exceeds limit
GEO-120,es,ambiental|eia|emisiones|reinyeccion_obligatoria,EIA|H2S_LIM|HG_LIM,mg/Nm3,eia_approval|environmental_permit,environmental_limits,EIA;H2S_LIM;HG_LIM,limit\s*=\s*(\d+\.?\d*)|mandatory\s*=\s*(true|false),EIA|emission limit|mandatory,design only,"kg/h, mg/Nm3",per EIA permit,False,False,True,if exceeds limit
GEO-121,es,planta|plant|wellpad,PLT|WP,m2,feasibility_study|plant_layout,plant_capacity|wellpads,PLT;WP,MW\s*=\s*(\d+\.?\d*)|area\s*=\s*(\d+\.?\d*),plant|capacity|wellpad,reservoir,MW net,positive value,False,False,True,if value <= 0
GEO-122,es,planta|plant|wellpad,PLT|WP,m2,feasibility_study|plant_layout,plant_capacity|wellpads,PLT;WP,MW\s*=\s*(\d+\.?\d*)|area\s*=\s*(\d+\.?\d*),plant|capacity|wellpad,reservoir,MW net,positive value,False,False,True,if value <= 0
GEO-123,es,planta|plant|wellpad,PLT|WP,m,feasibility_study|plant_layout,plant_capacity|wellpads,PLT;WP,MW\s*=\s*(\d+\.?\d*)|area\s*=\s*(\d+\.?\d*),plant|capacity|wellpad,reservoir,MW net,positive value,False,False,True,if value <= 0
