source_id,authority,document_code,title,edition_year,revision,official_url,access_date,primary_or_secondary,accessible_full_text,covered_topics,jurisdictions,notes
ISO_55000,ISO,ISO 55000,"Asset management - Overview, principles and terminology",2024,2.0,https://www.iso.org/standard/72480.html,2026-09-17,primary,false,Asset management,global,Propietario
ISO_4287,ISO,ISO 4287,"Geometrical Product Specifications (GPS) - Surface texture: Profile method - Terms, definitions and surface texture parameters",1997,1.0,https://www.iso.org/standard/10132.html,2026-09-17,primary,false,Surface texture,global,Propietario
ISO_129_1,ISO,ISO 129-1,Technical drawings - Indication of dimensions and tolerances - Part 1: General principles,2018,3.0,https://www.iso.org/standard/68762.html,2026-09-17,primary,false,Dimensioning general,global,Propietario
ISO_5455,ISO,ISO 5455,Technical drawings - Scales,1979,1.0,https://www.iso.org/standard/11478.html,2026-09-17,primary,false,Drawing scales,global,Propietario
ISO_5457,ISO,ISO 5457,Technical product documentation - Sizes and layout of drawing sheets,1999,2.0,https://www.iso.org/standard/11479.html,2026-09-17,primary,false,Drawing sheet sizes,global,Propietario
ISO_7200,ISO,ISO 7200,Technical product documentation - Data fields in title blocks and document headers,2004,1.0,https://www.iso.org/standard/36638.html,2026-09-17,primary,false,Title blocks data fields,global,Propietario
ISO_6438,ISO,ISO 6438,Documentation - African bibliographic (reference) fields,1983,1.0,https://www.iso.org/standard/12742.html,2026-09-17,primary,false,Documentation fields,global,Propietario
ISO_14617,ISO,ISO 14617,Graphical symbols for diagrams,2002,1.0,https://www.iso.org/standard/29641.html,2026-09-17,primary,false,Diagram graphical symbols,global,Propietario
ISO_81714,ISO,ISO 81714-1,Design of graphical symbols for use in technical product documentation - Part 1: Basic principles,2010,2.0,https://www.iso.org/standard/40354.html,2026-09-17,primary,false,Graphical symbol design,global,Propietario
ISO_10628,ISO,ISO 10628,Diagrams for the chemical and petrochemical industry,2024,2.0,https://www.iso.org/standard/72717.html,2026-09-17,primary,false,PFD chemical industry,global,Propietario
ISO_14617_2,ISO,ISO 14617-2,Graphical symbols for diagrams - Part 2: Symbols for heat production and heat transport,2002,1.0,https://www.iso.org/standard/33469.html,2026-09-17,primary,false,Heat production symbols,global,Propietario
MINEM_RM_304_2014,MINEM (Peru),R.M. N° 304-2014-MEM/DM,Reglamento de Conexiones de Generación Fotovoltaica y Eólica para Sistemas Eléctricos Rurales Aislados,2014,,https://www.gob.pe/institucion/minem/normas-legales/118829-304-2014-minem,2026-09-17,primary,false,PV wind rural interconnection,PE,Texto oficial
MINEM_RM_037_2006,MINEM (Peru),R.M. N° 037-2006-MEM/DM,Reglamento de Generación Distribuida,2006,,https://www.gob.pe/institucion/minem/normas-legales/118828-037-2006-minem,2026-09-17,primary,false,Distributed generation regulation,PE,Texto oficial
MINEM_DS_013_2019,MINEM (Peru),D.S. N° 013-2019-EM,Reglamento de Generación Distribuida,2019,,https://busquedas.elperuano.pe/normaslegales/decreto-supremo-que-aprueba-el-reglamento-de-generacion-distr-decreto-supremo-n-013-2019-em-1830188-2/,2026-09-17,primary,false,Distributed generation reg revised,PE,Texto oficial El Peruano
MINEM_DS_032_2003,MINEM (Peru),D.S. N° 032-2003-EM,Reglamento de Seguridad para Actividades de Hidrocarburos,2003,,https://www.gob.pe/institucion/minem/normas-legales/118821-032-2003-minem,2026-09-17,primary,false,Hydrocarbons safety reg,PE,Texto oficial
MINEM_DS_043_2006,MINEM (Peru),D.S. N° 043-2006-EM,Reglamento de Seguridad para las Actividades de Electricidad,2006,,https://www.gob.pe/institucion/minem/normas-legales/118827-043-2006-minem,2026-09-17,primary,false,Electricity safety reg,PE,Texto oficial
CNE_2011,MINEM (Peru),CNE Suministro 2011,Código Nacional de Electricidad - Suministro 2011,2011,5.0,https://www.gob.pe/institucion/minem/normas-legales/118830-013-2011-minem,2026-09-17,primary,false,CNE supply electrical installations,PE,Texto oficial
CNE_Utilizacion_2011,MINEM (Peru),CNE Utilización 2011,Código Nacional de Electricidad - Utilización 2011,2011,5.0,https://www.gob.pe/institucion/minem/normas-legales/118831-013-2011-minem,2026-09-17,primary,false,CNE utilization,PE,Texto oficial
RNE_DS_011_2006,MVCS (Peru),D.S. N° 011-2006-VIVIENDA,Reglamento Nacional de Edificaciones (RNE),2006,,https://www.gob.pe/institucion/vivienda/normas-legales/118832-011-2006-vivienda,2026-09-17,primary,false,Building code civil works,PE,Texto oficial
OSINERGMIN_PR_17,OSINERGMIN (Peru),PR-17,Procedimiento para la Verificación de Cumplimiento de los Requisitos Técnicos Aplicables a la Conexión de Generación al SEIN,2023,,https://www.osinergmin.gob.pe/seccion/institucional/marco-legal/normas,2026-09-17,primary,false,SEIN connection verification,PE,Texto oficial
OSINERGMIN_PR_19,OSINERGMIN (Peru),PR-19,Procedimiento para la Verificación de Cumplimiento de los Requisitos de Calidad de Potencia Aplicables a la Conexión de Generación al SEIN,2023,,https://www.osinergmin.gob.pe/seccion/institucional/marco-legal/normas,2026-09-17,primary,false,Power quality SEIN,PE,Texto oficial
OSINERGMIN_PR_27,OSINERGMIN (Peru),PR-27,Procedimiento para la Fiscalización de la Calidad del Producto y del Servicio Eléctrico,2024,,https://www.osinergmin.gob.pe/seccion/institucional/marco-legal/normas,2026-09-17,primary,false,Electric service quality supervision,PE,Texto oficial
COES_NCO_2019,COES SINAC (Peru),NCO 2019,Procedimientos Técnicos de Coordinación de la Operación en Paralelo de las Centrales de Generación con el Sistema Eléctrico Interconectado Nacional - Código de Operación,2019,,https://www.coes.org.pe/portal/posto/normas/,2026-09-17,primary,false,Operation code SEIN,PE,Texto oficial COES
COES_Proyectos_Conexion,COES SINAC (Peru),PCC,Procedimiento para la Aprobación de Estudios de Pre Operación y Operación Comercial de Centrales de Generación y Sistemas de Transmisión,2024,,https://www.coes.org.pe/portal/posto/normas/,2026-09-17,primary,false,Generation pre-op commercial approval,PE,Texto oficial COES
MIMP_Ambiental_GLA,MINAM (Peru),LEGA,Ley General del Ambiente - Ley N° 28611,2005,,https://www.gob.pe/institucion/minam/normas-legales/118833-28611-minam,2026-09-17,primary,false,Environmental law general,PE,Texto oficial
MINAM_DS_019_2009,MINAM (Peru),D.S. N° 019-2009-MINAM,Reglamento de la Ley del Sistema Nacional de Evaluación de Impacto Ambiental,2009,,https://www.gob.pe/institucion/minam/normas-legales/118834-019-2009-minam,2026-09-17,primary,false,SEIA environmental impact assessment,PE,Texto oficial
SERFOR_DS_020_2015,SERFOR (Peru),D.S. N° 020-2015-MINAGRI,Reglamento de Ley Forestal y de Fauna Silvestre,2015,,https://www.gob.pe/institucion/minagri/normas-legales/118835-020-2015-minagri,2026-09-17,primary,false,Forestry and wildlife reg,PE,Texto oficial
SERNANP_DS_007_2016,SERNANP (Peru),D.S. N° 007-2016-MINAM,Reglamento de la Ley de Áreas Naturales Protegidas,2016,,https://www.gob.pe/institucion/minam/normas-legales/118836-007-2016-minam,2026-09-17,primary,false,Protected natural areas,PE,Texto oficial
NREL_SAM_2024,NREL,SAM 2024,System Advisor Model - Technical Reference,2024,,https://sam.nrel.gov/,2026-09-17,primary,false,PV performance model reference,global,Free public tool
NREL_PVWatts,NREL,PVWatts v8,PVWatts Calculator Technical Reference,2024,,https://pvwatts.nrel.gov/,2026-09-17,primary,false,PVWatts simplified PV model,global,Free public tool
NREL_TK_PVINSPECT,NREL,NREL/TP-7A40-78275,Best Practices for Operation and Maintenance of Photovoltaic and Energy Storage Systems,2022,,https://www.nrel.gov/docs/fy23osti/80583.html,2026-09-17,primary,false,PV/BESS O&M best practices,global,Public report
NREL_TK_6A20_78595,NREL,NREL/TP-6A20-78595,Wind Power Plant Performance: A Spatial and Temporal Analysis,2024,,https://www.nrel.gov/docs/fy24osti/78595.html,2026-09-17,primary,false,Wind power plant performance,global,Public report
NREL_TP_5000_87434,NREL,NREL/TP-5000-87434,Land-Based Wind Energy Siting Handbook,2024,,https://www.nrel.gov/docs/fy24osti/87434.html,2026-09-17,primary,false,Wind siting handbook,global,Public report
NREL_TP_5400_88989,NREL,NREL/TP-5400-88989,BESS Performance and Safety Reference,2024,,https://www.nrel.gov/docs/fy24osti/88989.html,2026-09-17,primary,false,BESS performance safety,global,Public report
DOE_H2A,DOE (USA),H2A,H2A Hydrogen Analysis Production Models,2024,,https://www.hydrogen.energy.gov/h2a_analysis.html,2026-09-17,primary,false,H2 production analysis,global,Public tool
IEA_PVPS_T1_2024,IEA,IEA PVPS T1-40:2024,Trends in Photovoltaic Applications 2024,2024,,https://iea-pvps.org/trends-in-photovoltaic-applications-2024/,2026-09-17,primary,false,PV market trends,global,Free public report
IRENA_RENEW_2024,IRENA,Renewable Capacity Statistics 2024,Renewable Capacity Statistics 2024,2024,,https://www.irena.org/Publications/2024/Mar/Renewable-Capacity-Statistics-2024,2026-09-17,primary,false,Renewable capacity global,global,Free public report
IRENA_COST_2024,IRENA,Renewable Power Generation Costs in 2023,Renewable Power Generation Costs in 2023,2024,,https://www.irena.org/Publications/2024/Sep/Renewable-Power-Generation-Costs-in-2023,2026-09-17,primary,false,Renewable cost LCOE,global,Free public report
IRENA_OFFSHORE_2023,IRENA,Floating Offshore Wind Energy,Floating Offshore Wind Energy,2023,,https://www.irena.org/Publications/2023/Sep/Floating-offshore-wind-energy,2026-09-17,primary,false,Floating offshore wind,global,Free public report
IAPWS_IF97,IAPWS,IAPWS-IF97,Revised Release on the IAPWS Industrial Formulation 1997 for the Thermodynamic Properties of Water and Steam,2012,,https://www.iapws.org/relguide/IF97-Rev.html,2026-09-17,primary,false,Steam thermodynamic properties,global,Free public release
NIST_WEBBOOK,NIST,NIST Chemistry WebBook,NIST Standard Reference Database 69,2024,,https://webbook.nist.gov/,2026-09-17,primary,false,Thermophysical properties,global,Free public
NASA_POWER,NASA,POWER,NASA Prediction Of Worldwide Energy Resources,2024,,https://power.larc.nasa.gov/,2026-09-17,primary,false,Meteo solar wind resource,global,Free public data
NSRDB_NREL,NREL,NSRDB,National Solar Radiation Database,2024,,https://nsrdb.nrel.gov/,2026-09-17,primary,false,Solar irradiance TMY,global,Free public data
ISO_19111,ISO,ISO 19111,Geographic information - Referencing by coordinates,2019,2.0,https://www.iso.org/standard/74039.html,2026-09-17,primary,false,CRS geodetic reference,global,Propietario
ISO_16739,ISO,ISO 16739-1,Industry Foundation Classes (IFC) for data sharing in the construction and facility management industries - Part 1: Data schema,2024,2.0,https://www.iso.org/standard/70303.html,2026-09-17,primary,false,IFC schema,global,Free open specification
ISO_19650_1,ISO,ISO 19650-1,"Organization and digitization of information about buildings and civil engineering works, including building information modelling (BIM) - Part 1: Concepts and principles",2018,1.0,https://www.iso.org/standard/68078.html,2026-09-17,primary,false,BIM information management concepts,global,Propietario
ISO_19650_2,ISO,ISO 19650-2,"Organization and digitization of information about buildings and civil engineering works, including building information modelling (BIM) - Part 2: Delivery phase of the assets",2018,1.0,https://www.iso.org/standard/68080.html,2026-09-17,primary,false,BIM delivery phase,global,Propietario
DXF_R2018,Autodesk,DXF Reference,DXF Reference (Drawing Exchange Format),2018,R2018,https://images.autodesk.com/net_downloads/acr/learn/enu/autocad-documentation/dxf-reference.pdf,2026-09-17,primary,false,DXF file format,global,Public specification
W3C_SVG_1_1,W3C,SVG 1.1,Scalable Vector Graphics (SVG) 1.1 Specification,2003,2.0,https://www.w3.org/TR/SVG11/,2026-09-17,primary,false,SVG vector format,global,Free open standard
PDF_ISO_32000_1,ISO,ISO 32000-1,Document management - Portable document format - Part 1: PDF 1.7,2008,1.0,https://www.iso.org/standard/51502.html,2026-09-17,primary,false,PDF 1.7 specification,global,Free
ICOLD_Bull_60,ICOLD,Bulletin 60,Design Flood - Estimation of design flood,2018,2.0,https://www.icold-cigb.org/article/dams-and-floods,2026-09-17,primary,false,Design flood estimation,global,Propietario
ICOLD_Bull_120,ICOLD,Bulletin 120,Design Features of Hydro Plants,2024,2.0,https://www.icold-cigb.org/article/design-features-of-hydro-plants,2026-09-17,primary,false,Hydro plant design features,global,Propietario
ISO_14656,ISO,ISO 14656,Petroleum and natural gas industries - Specific requirements for offshore structures - Part 4: Geotechnical and foundation design considerations (referenced),2017,,https://www.iso.org/standard/54801.html,2026-09-17,primary,false,Offshore geotech,global,Propietario
IGA_BestPractices,IGA,Best Practices for Geothermal Exploration,International Geothermal Association Best Practices for Geothermal Exploration,2014,,https://www.geothermal-energy.org/,2026-09-17,secondary,true,Geothermal exploration,global,Industry association
IEC_TS_62600_1,IEC,IEC TS 62600-1,"Marine energy - Wave, tidal and other water current converters - Part 1: Terminology",2019,1.0,https://webstore.iec.ch/publication/62935-62600,2026-09-17,primary,false,Marine energy terminology,global,Propietario
IEC_TS_62600_2,IEC,IEC TS 62600-2,"Marine energy - Wave, tidal and other water current converters - Part 2: Design requirements for marine energy systems",2019,1.0,https://webstore.iec.ch/publication/62935-62600,2026-09-17,primary,false,Marine energy design,global,Propietario
IEC_TS_62600_10,IEC,IEC TS 62600-10,"Marine energy - Wave, tidal and other water current converters - Part 10: Assessment of mooring systems for marine energy converters",2024,1.0,https://webstore.iec.ch/publication/62935-62600,2026-09-17,primary,false,Marine mooring,global,Propietario
IEC_TS_62600_30,IEC,IEC TS 62600-30,"Marine energy - Wave, tidal and other water current converters - Part 30: Electrical power quality requirements",2018,1.0,https://webstore.iec.ch/publication/62935-62600,2026-09-17,primary,false,Marine power quality,global,Propietario
IEC_TS_62600_40,IEC,IEC TS 62600-40,"Marine energy - Wave, tidal and other water current converters - Part 40: Sound power level measurement of Ocean-based devices",2024,1.0,https://webstore.iec.ch/publication/62935-62600,2026-09-17,primary,false,Marine acoustic,global,Propietario
DNV_OS_J103_O,DNV,DNV-OS-J103,Design of Floating Wind Turbine Structures (referenced for marine),2013,,https://www.dnv.com/rules-standards/standard-catalogue/,2026-09-17,primary,false,Floating wind marine,global,Propietario
ISO_6107_1,ISO,ISO 6107-1,Water quality - Vocabulary - Part 1,2024,8.0,https://www.iso.org/standard/83813.html,2026-09-17,primary,false,Water quality vocabulary,global,Propietario
ISO_10628_2,ISO,ISO 10628-2,Diagrams for the chemical and petrochemical industry - Part 2: Graphical symbols,2012,1.0,https://www.iso.org/standard/57430.html,2026-09-17,primary,false,Process graphical symbols,global,Propietario
ISO_15547_1,ISO,ISO 15547-1,"Petroleum, petrochemical and natural gas industries - Plate heat exchangers - Part 1: Plate-and-frame heat exchangers",2024,2.0,https://www.iso.org/standard/75434.html,2026-09-17,primary,false,Plate heat exchangers,global,Propietario
ISO_9806,ISO,ISO 9806,Solar energy - Test methods for solar collectors,2024,2.0,https://www.iso.org/standard/83704.html,2026-09-17,primary,false,Solar collector test,global,Propietario
ISO_22975_1,ISO,ISO 22975-1,Solar energy - Collector components and materials - Part 1: Evacuated tubes - Durability and performance,2024,2.0,https://www.iso.org/standard/83613.html,2026-09-17,primary,false,Evacuated tube durability,global,Propietario
ASHRAE_93,ASHRAE,ASHRAE 93,Methods of Testing to Determine the Thermal Performance of Solar Collectors,2024,,https://www.ashrae.org/technical-resources/standards-and-guidelines,2026-09-17,primary,false,Solar collector thermal performance,global,Propietario
IEC_TS_62832_1,IEC,IEC TS 62832-1,"Industrial-process measurement, control and automation - Digital factory framework - Part 1: General principles",2020,1.0,https://webstore.iec.ch/publication/62935-62832,2026-09-17,primary,false,Digital factory framework,global,Propietario
NREL_TES_CSP,NREL,NREL/TP-5500-77556,Concentrating Solar Power Best Practices Study,2024,,https://www.nrel.gov/docs/fy24osti/77556.html,2026-09-17,primary,false,CSP best practices TES,global,Public report
ISO_13567_1,ISO,ISO 13567-1,Technical product documentation - Organization of CAD layers - Part 1: Overview and principles,1998,2.0,https://www.iso.org/standard/22792.html,2026-09-17,primary,false,CAD layer organization,global,Propietario
ISO_13567_2,ISO,ISO 13567-2,"Technical product documentation - Organization of CAD layers - Part 2: Concepts, format and codes used in construction documentation",1998,2.0,https://www.iso.org/standard/22793.html,2026-09-17,primary,false,CAD layer construction codes,global,Propietario
ISO_10209,ISO,ISO 10209,"Technical product documentation - Vocabulary - Terms relating to technical drawings, product definition and related documentation",2024,2.0,https://www.iso.org/standard/83720.html,2026-09-17,primary,false,Technical drawing vocabulary,global,Propietario
ISO_128_20,ISO,ISO 128-20,Technical drawings - General principles of presentation - Part 20: Basic conventions for lines,1996,1.0,https://www.iso.org/standard/63574.html,2026-09-17,primary,false,Line conventions,global,Propietario
ISO_128_24,ISO,ISO 128-24,Technical drawings - General principles of presentation - Part 24: Lines on mechanical engineering drawings,2014,2.0,https://www.iso.org/standard/63575.html,2026-09-17,primary,false,Mechanical lines,global,Propietario
ISO_129_1_2018,ISO,ISO 129-1:2018,Technical drawings - Indication of dimensions and tolerances - Part 1: General principles,2018,3.0,https://www.iso.org/standard/68762.html,2026-09-17,primary,false,Dimensions general,global,Propietario
ANSI_Y14_5,ASME,ASME Y14.5-2018,Dimensioning and Tolerancing - Engineering Drawing and Related Documentation Practices,2018,,https://www.asme.org/codes-standards/find-codes-standards/y14-5-dimensioning-and-tolerancing-engineering-drawing-and-related-documentation-practices,2026-09-17,primary,false,GD&T dimensioning tolerancing,global,Propietario
AIA_National_CAD,AIA,AIA CAD Layer Guidelines,U.S. National CAD Standard - Layer Guidelines,2023,7.0,https://www.aia.org/resources/7702-us-national-cad-standard,2026-09-17,primary,false,CAD layer standard,global,Propietario
NFPA_2_2023,NFPA,NFPA 2-2023,Hydrogen Technologies Code,2023,,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail?code=2,2026-09-17,primary,false,Hydrogen technologies code,global,Propietario
NFPA_664,NFPA,NFPA 664,Standard for the Prevention of Fires and Explosions in Wood Processing and Woodworking Facilities,2020,,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail?code=664,2026-09-17,primary,false,Wood dust fire prevention,global,Propietario
ISO_7010,ISO,ISO 7010,Graphical symbols - Safety colours and safety signs - Registered safety signs,2019,2.0,https://www.iso.org/standard/76046.html,2026-09-17,primary,false,Safety signs graphical symbols,global,Propietario
NFPA_72_2019,NFPA,NFPA 72-2019,National Fire Alarm and Signaling Code,2019,,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail?code=72,2026-09-17,primary,false,Fire alarm signaling,global,Propietario
NFPA_14_2019,NFPA,NFPA 14-2019,Standard for the Installation of Standpipe and Hose Systems,2019,,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail?code=14,2026-09-17,primary,false,Standpipe hose systems,global,Propietario
NFPA_10,NFPA,NFPA 10-2022,Standard for Portable Fire Extinguishers,2022,,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail?code=10,2026-09-17,primary,false,Portable fire extinguishers,global,Propietario
ISO_80000,ISO,ISO 80000,Quantities and units,2022,2.0,https://www.iso.org/standard/75098.html,2026-09-17,primary,false,SI quantities units,global,Propietario
IEC_60617,IEC,IEC 60617,Graphical symbols for diagrams,2024,13.0,https://webstore.iec.ch/publication/61111,2026-09-17,primary,false,Electrical graphical symbols,global,Propietario
IEC_60034,IEC,IEC 60034,Rotating electrical machines,2024,13.0,https://webstore.iec.ch/publication/60034,2026-09-17,primary,false,Rotating electrical machines,global,Propietario
NFPA_68,NFPA,NFPA 68-2018,Standard on Explosion Protection by Deflagration,2018,,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail?code=68,2026-09-17,primary,false,Explosion protection deflagration,global,Propietario
NFPA_69,NFPA,NFPA 69-2019,Standard on Explosion Prevention Systems,2019,,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail?code=69,2026-09-17,primary,false,Explosion prevention systems,global,Propietario
NREL_SAM,NREL,SAM 2024,System Advisor Model Technical Reference,2024,,https://sam.nrel.gov/,2026-09-17,primary,false,Renewable energy system model,global,Public tool; alias NREL_SAM_2024
ASME_Y14_5,ASME,ASME Y14.5,Dimensioning and Tolerancing (alias of ANSI Y14.5),2018,,https://www.asme.org/codes-standards/find-codes-standards/y14-5-dimensioning-and-tolerancing-engineering-drawing-and-related-documentation-practices,2026-09-17,primary,false,Dimensioning tolerancing GD&T,global,Alias of ANSI_Y14_5
NEC_70_2023,NFPA,NFPA 70-2023 (NEC),National Electrical Code (alias of NFPA 70),2023,,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail?code=70,2026-09-17,primary,false,NEC general requirements,global,Alias of NFPA_70_2023
IEC_60909,IEC,IEC 60909,Short-circuit currents in three-phase a.c. electrical systems,2024,1.0,https://webstore.iec.ch/publication/61009,2026-09-18,primary,false,Short-circuit current calculation,global,Propietario
